,197RDB0069,197RDB0219,197RDB0263,197RDB0162,197RDB0006,197RDB0192,197RDB0268,197RDB0195,197RDBCJ0047,197RDB0067,197RDB0012,197RDB0221,197RDB0269,197RDB0157,197RDBCJ0052,197RDB0190,197RDB0003,197RDB0291,197RDB0293,197RDB0160,197RDB0212,197RDB0005,197RDB0107,197RDB0004,197RDBCJ0056,197RDB0253,197RDBCJ0057,197RDB0281,197RDB0207,197RDB0010,197RDBCJ0065,197RDBCJ0053,197RDB0289,197RDB0077,197RDB0009,197RDB0011,197RDBCJ0061,197RDB0163,197RDB0208,197RDB0249,197RDBCJ0058,197RDB0247,197RDB0158,197RDB0194,197RDB0318,197RDB0184,197RDB0280,197RDB0170,197RDB0432,197RDB0264,197RDB0211,197RDB0073,197RDB0002,197RDB0333,197RDB0070,197RDB0169,197RDB0419,197RDB0299,197RDB0271,197RDB0183,197RDB0363,197RDB0414,197RDB0081,197RDB0365,197RDB0336,197RDB0254,197RDB0119,197RDB0242
NANOG,5.08415214,4.931011379,5.09236676,4.491672981,4.307745743,5.309778848,4.385008243,5.068201554,4.718878084,4.327219345,5.589442513,4.535569444,4.565972193,4.681824959,5.012668328,4.529552355,4.569945566,4.679623105,5.362087762,4.808017723,4.267732717,4.63596845,5.13253041,4.44310497,4.960950997,5.23100446,5.085758226,5.694455128,4.491774963,5.206546617,4.508456809,4.108657609,4.23691011,4.98092957,4.845554616,4.870005963,5.058758691,4.708555473,4.841924554,4.906691347,4.64415421,4.562030603,3.719099504,4.464227511,4.023333195,5.050673785,4.544397242,4.117461409,5.977601825,4.490115496,4.755564098,5.217442594,4.934876998,5.756624172,4.617521955,4.553983898,4.563432858,4.368459817,4.803509151,4.78411483,4.477480341,3.390163617,4.841855719,4.82959903,5.052859773,4.013625772,4.538297806,4.378822332
NDUFS2,11.26491605,10.98467726,10.44168541,10.83928892,10.93119696,10.92088363,10.1137308,10.78142206,10.8129982,10.41270863,10.94663692,10.48368608,9.917486583,10.33742115,10.41299828,10.91228745,10.40432125,10.93680666,10.31844345,10.9952033,10.27891921,10.88578531,10.39808958,10.59876685,10.69407827,10.54254446,11.03738993,10.17716901,10.73116312,10.84081942,10.73186422,10.45966602,11.16680671,10.68451717,11.07453926,10.91774289,10.30246212,11.0492437,10.44200823,10.16243048,10.95427022,10.3086632,10.40111234,10.38400588,10.77769435,10.48858829,10.53812196,10.44718176,9.860735993,10.71132301,10.4180042,10.26259114,10.87832952,10.22589269,10.8167875,10.57409652,10.6918399,10.86281049,10.58915575,10.27329484,10.00591787,10.50708748,9.973313899,10.34524646,10.94086309,10.82999263,10.84260578,10.90074328
NFIL3,9.341462682,8.595510381,8.445283816,9.166475694,8.42828725,8.253635333,8.238699082,8.383955832,9.014743695,8.192359171,9.11056047,9.113486917,8.573546245,7.865933888,8.563917751,9.531537134,8.81496534,8.85692531,8.346363401,9.093487789,7.588869147,8.588170821,6.839740437,9.21224951,8.237114614,9.066085605,8.438741006,7.668015726,9.253005888,8.527546947,8.660371743,7.747286736,9.188787967,9.147636872,7.536598364,8.587779357,8.828222021,8.741596478,8.388444388,9.03050028,8.24515026,9.462460329,9.76254393,9.686255872,9.464234225,8.237529294,8.905223685,9.142432582,8.786716899,8.667078464,8.608004915,7.598521021,9.279279254,8.832050762,8.687266482,8.253635333,8.31759947,8.226855609,7.945835368,8.645519665,9.086286383,8.63773389,8.465253418,8.926977606,8.513113095,9.408835474,8.545234983,9.296509347
NME1,11.47175972,11.07007256,11.86437018,11.55561761,10.90829174,11.71525969,11.26070444,10.50122038,11.037873,11.1195158,11.22601687,10.55785466,11.03597776,11.77868605,10.59766866,11.51187452,11.15410045,10.86352142,11.32486879,11.15641844,10.83106441,10.26804365,10.68089905,10.85935122,11.5371667,11.10056309,11.37543209,10.70154672,11.67619119,11.29619879,11.50179241,11.55029767,9.974472115,10.57409382,11.20611472,11.99220746,10.77368103,10.97314866,11.20803321,11.63863182,11.86487004,11.24860382,10.67377907,11.13517014,11.88601518,11.88071186,11.26391057,11.36955451,11.08866733,12.10102157,9.908955589,11.9329297,11.21371768,11.19077199,10.36325224,11.78131315,12.17559433,10.32648194,12.2685237,10.07899686,11.33656516,11.56689228,9.647472092,11.6800115,10.37388346,10.23041793,10.49633403,10.31334767
NRBP1,8.338470143,7.68616068,8.221984695,7.986914435,8.083866184,7.796767164,8.04120801,7.788293171,8.158978385,8.152398099,8.221868165,7.375266425,7.83832875,8.252221228,7.812020829,7.70706952,8.13751677,8.036427523,7.883521836,8.181726858,8.023228845,8.404676715,7.644738148,8.205178131,7.923739308,7.884347311,8.021586103,7.884851886,7.849584667,8.135624203,7.938871661,8.034065059,7.574944974,7.923462165,8.23137765,8.388927023,8.043302986,8.352923691,8.053780439,8.070176419,8.123109669,8.352370614,7.993330329,8.272471617,7.91938341,8.01280467,8.249179779,8.240070694,7.853447079,8.166729495,8.126985891,7.741898702,8.021330491,7.791115217,7.878771741,7.940533979,7.963121064,7.771523696,7.911960373,7.70988477,8.075584675,8.037051339,7.964211791,8.595018386,7.915461607,7.61597793,8.093711978,8.434989764
PBK,8.713815259,9.016226658,9.974941465,8.531801721,9.092237688,9.661546937,6.862524866,8.682654243,9.660057084,8.834558654,8.738682938,8.669317754,8.174247148,8.497376424,7.160445125,9.772455416,8.033535634,9.233735256,8.764489419,10.07431448,8.139632493,7.228612334,7.684636712,9.449883215,8.189111548,9.13992648,9.694660041,8.572479353,7.609910562,9.031331041,9.473036969,8.465936141,8.595867096,8.938006939,8.671986017,10.04425215,7.560886772,7.722814132,8.975496753,8.633315735,9.352894893,7.638019163,8.718136824,8.708676428,10.03199418,9.702129304,9.039531389,10.14171028,9.248905262,10.1742535,6.378541955,8.950258703,9.649123464,7.296839612,8.500030347,8.577665348,9.471707585,6.590707542,9.785517659,8.020159276,6.779412247,9.442692281,6.56289447,9.056375634,7.608654927,7.961902188,7.104727976,7.904153995
PCK1,10.33352927,8.948838733,6.301688941,10.55507258,8.418759105,8.358810638,9.310167983,8.05487059,8.922437814,6.138798171,9.26925401,7.506095048,10.8471129,6.046680964,6.685907686,7.840974713,5.673406205,7.556190033,9.672212734,9.642855599,11.95637165,11.79031248,11.01226778,10.93629395,10.09640071,7.582956451,9.4473635,7.225927232,8.209853592,10.22469061,5.866133704,8.512396843,12.25317904,8.929690648,10.69292017,6.656532396,10.05924446,9.662356955,8.066862034,7.350351335,8.126001203,8.27850429,10.89013014,5.656103935,7.949527978,6.47565746,9.149498042,7.19901816,7.612577825,9.532683017,9.876863087,8.73643927,9.387570961,8.275672219,9.156354409,8.848071279,5.147178195,8.845855537,8.151669566,8.16821763,8.826150814,8.257712387,5.28760238,5.286793022,10.84529567,9.360036884,11.75130118,9.618576279
PCNA,11.30681384,11.76086669,11.7075582,11.09546616,11.045923,12.24536364,11.32257863,10.79249762,11.3813018,11.24836604,10.82731481,11.55863056,11.54508655,12.0593032,11.40025911,11.45669501,11.37898904,11.09108508,11.6977789,11.51170885,11.26326256,10.31185894,10.86560988,11.16067883,11.54298332,11.63923171,11.35939608,10.3962488,10.28022697,11.50516752,11.78721482,10.86805012,11.08006025,11.46247946,11.5001374,11.89119439,10.53468257,11.06338488,11.20793225,11.48183593,10.8912646,11.84343241,10.93813246,11.19289236,11.37563324,10.89720558,10.57776263,11.37088149,11.13042776,11.42084756,9.714076955,11.21083283,11.44510491,10.56563499,11.99705697,10.54348419,11.60497585,11.23480347,11.8032276,11.48737528,11.40412526,11.91567816,10.45321302,11.7849482,10.72431232,10.26948037,10.46184062,10.31735033
PIM3,9.55989268,10.54648182,10.15894769,10.3297164,10.45928397,9.37967921,9.006877803,9.940520301,10.00841246,9.810706968,10.47720036,9.567314516,9.849482735,9.162284176,9.701091902,10.43050485,9.290865813,9.666019676,9.680842807,10.12775861,9.65055983,9.916335676,9.796172713,9.951562334,9.89899912,10.03360404,10.07653699,10.04462804,9.695753012,10.0713409,9.604346839,9.794848457,10.64550603,9.963219036,9.889124033,9.688425982,9.74880417,9.913154437,10.09553748,9.67698475,10.23776088,9.433976481,10.13719342,10.03376922,10.06470204,9.735084778,10.20202818,9.991194345,9.903659417,10.41238939,9.458480744,9.52971546,9.964495841,9.702956486,10.15149962,10.14547803,9.394930534,9.369361482,9.787254573,9.934350778,10.13480074,9.759328365,10.18659444,9.91023317,9.792748151,9.434656798,9.631641319,9.718924954
PLIN3,9.838331357,9.360378189,9.502987942,10.17444868,9.789726612,9.528022226,9.637881358,9.778705693,10.03287075,9.970682961,10.3676652,9.622551577,10.05029363,9.469239124,9.938798897,9.821284235,9.785660438,9.819596077,9.709319151,9.931633764,9.475262283,10.78206661,8.837807951,9.832528183,9.725509635,9.979017449,9.927280863,8.822369066,9.463840384,9.842320292,9.350763384,9.799297009,9.910028764,10.19943605,9.644055705,9.765368104,9.871894768,10.45528037,9.671564309,9.757701801,9.881816308,10.15007887,9.520324488,9.915460356,9.210199647,9.859994031,9.939291241,9.41746898,9.143259131,9.826285119,10.32688587,9.587152119,9.705588104,9.36175135,9.325683942,9.68568745,9.63321465,9.483978529,9.477490964,9.778705693,9.681822026,9.669293804,9.903665565,9.380100287,9.727779968,9.369254378,9.852992425,9.648141779
POLD2,8.171984005,7.81715758,8.700708018,9.446436649,8.221673466,8.378134739,8.074380826,7.756135676,8.620206983,8.887973981,8.741926363,7.868884549,8.834836696,8.785355861,7.879122823,8.434033432,8.617572001,8.353050973,8.33216937,8.637578005,8.392312408,7.685637529,8.064995683,8.148559894,8.358041267,8.816511893,8.866929042,8.131431266,8.169544548,8.447980835,8.247802639,9.005816283,8.003414433,8.023994144,8.506761432,8.935767038,8.476528769,8.693264251,8.720930963,8.295694867,8.846692017,8.041574588,7.638522758,8.041048877,8.927800668,8.407858875,8.885529983,8.409332761,8.296975737,8.733964389,7.452440057,8.28563905,8.151004588,8.098975121,8.097743743,8.631646297,8.869964603,7.309253456,8.584288607,8.238486934,7.932020034,8.484211447,7.652867117,8.943384601,7.970570873,7.778419023,7.785660072,7.493960468
POLR2H,9.939247681,9.657666438,10.56782258,9.948989759,9.842375771,10.26235347,9.674161236,9.794337538,9.817215648,10.27172124,10.5076686,9.498153861,10.02326676,10.10384388,9.561847195,9.791710695,10.11126742,10.09613418,9.837412598,10.32589334,10.23331469,9.734641011,9.739414564,10.18826865,10.20212941,10.43733514,10.22392839,9.974020099,10.18972349,9.990513222,10.18690838,9.961297267,9.666749857,9.493963143,10.01773675,10.32423394,10.07597095,10.06992074,9.707175008,9.711928467,9.980158294,9.492194687,9.962232827,9.601163318,10.12208431,10.07451079,10.18697411,10.27573456,10.08889085,10.34930186,10.23521807,10.29991752,10.33702004,10.63938055,9.751176366,10.60919772,10.47637394,10.05333794,10.80493221,9.653176393,10.08384757,9.784546015,9.551222927,9.854606074,9.870569943,9.630003432,9.76479346,9.805124489
POLR2I,9.869804197,9.802454798,10.06149592,9.836385713,10.52451271,10.66981765,9.907887279,9.764990283,9.797982384,9.972375133,10.17278081,9.646401317,10.28293474,10.04146841,9.650063188,9.533221142,9.663650005,9.557325123,10.27332789,9.98485022,10.08215023,9.718300738,9.625165786,9.614085286,10.14929057,10.64245681,10.21110935,9.903512352,10.12768927,10.5586987,9.768044238,9.946380758,9.330067513,9.884571637,10.1681146,10.31118045,10.03339886,9.843483033,10.21794449,10.03741931,10.58341887,10.24760851,10.07976774,10.40368089,9.830076278,10.00730106,9.910349624,9.689765833,9.691237965,10.05457181,9.917813682,10.26943382,10.48470772,10.20876755,10.2197353,10.03722128,10.45921354,10.03471377,10.48478101,9.876184786,10.07186007,10.17035203,9.247915472,10.1845056,9.847910988,9.577212684,9.480275501,9.565310255
PPL,7.334258402,7.46127455,7.924053106,7.776099003,7.236285528,7.440981311,8.770974602,8.328783877,7.084709394,8.653915189,8.041222671,9.3603881,8.315037499,6.735828661,9.282743512,8.036188158,8.215445392,7.366255776,7.380994548,7.870417927,7.801587331,7.833593979,6.833694649,8.038877909,8.09641745,7.700687453,8.421441757,7.968455696,8.028177072,7.744909759,8.755217239,8.615099231,9.001169339,8.85546616,7.796628897,6.990293451,8.434927738,9.278520131,8.485707981,8.16148605,7.622509347,8.783037211,7.856156051,8.774547834,7.940418669,7.81749615,7.998437714,8.336928719,8.097964489,7.888081392,8.877218079,8.933669814,8.119136154,8.90401891,6.701951606,7.49176912,8.228781674,8.786222949,7.729515044,9.754501609,8.585791288,8.277181929,11.10282976,8.069094605,7.5968112,7.568117093,8.009406665,7.502536511
PPM1G,8.937830387,8.826485156,9.250819649,9.32680319,8.829127354,8.959305201,8.803714593,8.627701512,8.761281453,9.258636243,9.134590509,8.573772922,9.433251751,9.340024448,8.970850012,9.114738476,9.115714607,8.902439827,9.079631139,9.360023807,8.809954228,8.870556863,9.101729052,8.814526579,9.03523659,9.176965848,9.291259672,8.577565316,8.734469385,9.042688527,9.008308118,9.186692656,8.856041261,8.880131087,9.058923541,9.270329192,8.965277336,9.586688617,9.40526075,9.199768114,9.09110234,8.99143442,8.85167566,8.766274959,9.387934971,9.015410366,9.041078731,9.100109803,9.015801304,9.225270249,8.811188601,9.154496691,8.869376275,8.989163805,8.326644742,9.34307007,9.575307327,8.966762055,9.233154255,8.816787413,9.055505713,9.106018966,8.468070286,9.447459839,8.873284102,8.586457523,8.723064468,8.557479137
PPP2R1A,9.02233019,8.084579707,8.383457259,8.698438802,8.909756174,9.000367234,8.719294637,8.792788469,8.527935503,9.113252535,8.727560138,8.057073257,9.015761843,8.435829518,8.629215945,8.185877688,8.631696026,8.335839544,8.728929439,8.578201028,8.543360931,8.657285244,8.780964305,8.546146674,8.642279049,8.328193514,8.710919388,8.140576295,8.190603935,8.958965322,8.750737071,8.755680673,8.562065438,8.834652486,8.861645216,8.729440311,8.507892386,8.427399801,8.881944795,8.533555556,9.170064878,8.756668075,8.677197547,8.187907881,7.848963638,8.484072694,8.452484781,8.71608646,8.477930269,8.490114536,8.955437681,8.276423001,8.727560138,8.633048892,8.615097586,8.685734355,8.59398865,8.588624578,8.668273607,8.600338846,8.218877545,8.705364978,8.601930062,8.403855726,8.553109474,8.316010758,8.60619467,8.596451633
PRTN3,3.857406075,4.014201076,3.60972472,3.896535238,3.812672518,3.807514968,3.972112028,4.051770298,3.81099711,4.03258824,3.567751984,4.01325424,3.704877362,3.705643492,3.68265311,3.701860512,3.889679776,3.83234553,3.818547914,3.955227364,3.904379584,4.045941809,4.116060632,3.874653691,3.79675557,3.968868585,3.867741183,3.875817538,3.730790257,3.686260437,3.639413207,3.881122863,4.279373956,4.214668052,4.05136056,3.643017323,3.673582742,4.013234439,4.112181366,4.101512598,3.867615664,3.705915131,3.720051697,4.240904076,3.563626874,3.789988578,3.638952273,3.950647547,3.872387608,3.665114594,3.509320198,3.830382044,3.823605923,3.715110346,3.598486661,3.852232231,4.191651143,3.768309215,3.83020248,3.742535051,3.868252962,3.733082941,4.033720894,3.686275587,3.846980263,3.948207382,3.827828954,3.667255732
PSMA6,11.53861861,11.74608756,12.21854392,11.93767351,11.84222418,11.38163869,11.58890098,11.91527572,11.96148822,11.9078733,11.96148822,12.04390347,11.85981822,11.94313503,11.62110094,12.13862827,11.70186083,12.11193109,11.42104298,12.30331904,11.86849972,11.86222942,10.71980412,11.80224535,11.40127441,12.32285995,12.12398066,11.65338228,12.18082239,11.859503,12.27493816,11.42977177,12.2569463,11.65618202,11.72025616,12.34296689,11.35079217,11.93767351,11.33722277,11.60272512,11.954931,12.0287804,11.82244811,12.10361105,12.45286914,12.26515913,11.95496117,12.07325232,11.70430717,12.23810524,11.374537,11.60263474,11.67958712,11.43918217,12.1176036,12.16009553,12.3267503,11.61224647,11.87547809,11.90123163,11.69986136,12.12904822,11.61255957,12.05656736,11.60143922,11.55382541,11.86225045,11.65116153
PSMC4,9.754231704,8.91462255,9.560624569,9.727116286,9.637793928,9.477406909,9.000305945,8.924976704,9.038685363,9.482691275,9.664372924,9.462276179,9.45760083,9.583791552,9.0697386,9.754917378,9.254334382,9.235582936,9.557319344,9.437849758,8.832305461,9.513201918,7.758045401,9.49425437,9.187177088,9.473908375,9.390616138,8.194632728,9.805005846,9.546896067,9.325943315,9.385434461,9.503746812,8.869591755,9.348972211,9.645948464,9.167204633,9.456385825,9.011499984,9.498151181,10.0330534,9.777578894,9.656815592,9.749797485,9.114775775,9.220194628,9.089924619,9.282718629,8.877976275,9.788183059,9.121069349,9.212431558,9.866509171,9.392719639,9.361212761,9.403124209,9.623150526,9.476486514,9.558172456,9.188803752,9.693231693,9.755259555,8.446853404,9.249532548,9.44532905,9.193734442,9.122062748,8.868227002
PSMD14,10.91927095,10.58811366,10.98277318,11.37264742,10.69695011,10.4945609,10.27776531,10.48414238,10.63618394,11.05681421,10.35347583,11.07201834,10.9802536,11.30973798,10.44353337,11.15652988,10.78988875,10.91234354,11.20254202,11.00214929,10.33484359,10.37344704,10.83529948,10.92279864,10.74128098,11.36703325,10.75955011,10.35787641,10.80189443,10.62365561,11.01583997,10.82897026,10.12781279,10.77211597,10.74850976,11.25063875,10.64129932,11.19386368,10.8487831,11.21006315,10.94756246,11.13816656,10.81771944,10.93661526,11.42264062,10.84400545,10.79176122,11.04975194,10.97176057,11.15784099,10.83900986,10.99399422,10.85353002,10.78305676,10.60581786,11.20386866,11.38024072,10.98314214,11.09311146,11.13499215,10.9618641,11.14285796,10.40407674,11.53681669,10.46399469,10.46560193,10.27706878,10.34762264
PSMD8,10.68900817,10.21876515,10.62680369,10.63738219,10.95788915,10.89556142,10.34285968,9.974450405,10.36932383,10.47190089,10.88950878,10.52403994,9.960788604,10.49702598,10.43149407,10.46395419,10.46556139,10.20435747,10.63744685,10.49834986,10.14583847,10.54963849,9.933252351,10.5413049,10.38637128,10.39187544,10.49400289,9.876302963,10.87221049,10.87712145,10.67570528,10.71078623,10.18859172,10.15766682,10.65137144,10.5641389,10.36345029,10.1497821,10.34867459,10.52685916,10.98768165,10.565878,10.4575563,10.62847128,10.3936311,10.29361902,10.136974,10.51534975,9.990868303,10.90156043,10.30767774,10.27560607,11.12065789,10.58751448,10.62308965,10.56883257,10.73008052,10.80921456,10.56347096,10.53740509,10.44591049,10.76423156,9.949373324,10.33188254,10.38781631,10.35710014,10.05923245,10.13746225
PSME1,11.29767915,11.46584908,11.96582301,11.38708125,11.74012129,11.20726004,11.10390017,11.7933205,11.80191773,11.73534581,12.27193395,12.03033487,11.47592496,11.50063564,11.45906503,12.1763712,11.46473493,12.25071775,11.19355531,12.05535171,11.7451652,11.62325403,11.07664246,11.77723132,11.30181069,11.88957041,12.08927071,11.33609117,11.45358807,11.74946936,12.52917541,10.96573527,12.14914301,11.73281172,11.90020546,12.24895102,10.96380387,11.68224141,11.09002676,11.00946435,11.46615013,11.38836515,11.57311463,11.89610632,12.14291402,11.90586165,11.45907093,11.9759017,11.37239902,12.0469647,11.13182329,11.03321313,11.73816121,11.04690365,11.80214993,11.8197301,11.748246,11.21726888,11.79975533,11.72934022,11.74295327,12.20853532,11.45631581,11.69450108,11.30936167,11.36797567,11.67840597,11.35108655
PSME2,10.767984,10.83712409,11.97617405,11.39212862,11.36966326,10.96924007,10.67957525,11.42152155,11.65012428,11.23455117,12.07033065,11.88680585,11.13105826,11.35380537,10.95955137,12.23538537,11.14012899,12.08797567,10.67684008,12.24567555,11.29415136,11.51096124,10.28042213,11.68522281,11.10259479,11.90570102,12.07483743,11.1474678,11.5029787,11.38077508,12.49345577,11.00360078,11.99861044,11.67178005,11.4272499,12.22332974,10.42110206,11.87663985,10.96279379,11.06741814,11.56359947,11.19033749,11.51743816,11.59432288,12.17795453,11.76235507,11.16914466,11.70858268,11.31725987,12.24018474,11.04311346,10.65490568,11.17152005,10.84111922,11.72641335,11.81401517,11.70237964,11.23568133,11.72217646,11.46763147,11.90170726,12.22336463,11.04414561,11.54534638,10.77784932,11.05538029,11.42688463,11.05627855
RAMP1,6.846047792,7.58990214,8.645737755,6.581819593,7.276908631,7.084409048,7.646072116,6.854920717,7.540008423,7.24820529,9.157262946,9.900877042,6.946520793,7.409458821,7.560357308,7.559708097,7.829865962,7.944302117,7.077386496,8.684886133,7.823489377,8.629610815,6.695162013,9.653709056,7.016219908,7.347199432,7.317684101,6.710407399,7.075724922,7.189247503,7.858435735,7.477511697,7.835242872,7.507087788,7.134194996,7.070470818,7.11951,9.720518528,6.955507697,8.07556512,6.889874622,7.923293264,8.877811068,8.406085324,8.884099922,6.822788576,9.18393282,9.2968491,8.134327887,8.595479512,8.141774206,6.865009041,9.142436999,7.378498013,9.305710395,7.060215545,6.902481277,6.781791245,6.061813095,8.485896524,7.700694125,7.784383577,6.788604514,7.730198482,6.963341449,7.623190083,6.596408444,7.657213078
REG1A,12.37746579,6.432864639,13.63095452,10.56892765,11.58705679,6.297253196,5.724543173,9.486506493,11.5255398,5.86059651,9.900232919,5.77315342,5.884758303,6.698769665,9.14053983,12.10394779,4.753291072,11.05867695,12.32047443,12.08288156,5.52863734,12.7595206,6.216204286,11.32835813,6.198355483,7.636141817,9.971036189,6.062930014,7.565037995,9.327408322,4.759483381,7.092266859,7.623552585,10.7157276,12.85431046,11.68061913,7.710282806,9.062515202,7.35963423,8.274179131,7.772790385,5.723777244,13.4055993,10.2061986,7.589468973,8.754894509,9.002361056,5.839161139,11.06219714,11.62706166,7.724740829,5.606920704,11.16249223,6.803553146,7.767325121,8.621699538,5.147769463,9.472817292,3.605766518,7.070687149,6.075348317,8.784365014,3.947151361,11.95518057,6.035645902,5.797548513,7.050758025,6.622921478
REG1B,11.89082745,6.193792362,11.97372385,10.32735308,10.52117821,5.235042431,4.762655296,6.368234292,8.773169844,5.133711723,8.387530967,5.04806598,5.278499264,5.429563666,4.768966322,10.68266293,4.636520338,10.83970503,10.22531312,9.583793202,4.89078713,12.36080615,7.037760029,8.972926251,5.013975922,5.458628853,5.846249437,4.650995914,6.667564524,8.019465494,4.384189333,6.082828965,5.919117675,8.243855655,12.87935059,8.709403746,7.812648405,8.45621473,7.423014639,7.808490466,5.286803379,3.77799359,12.63360104,6.191371668,6.140152027,6.581564843,7.178091243,5.246309458,9.615610438,10.60328166,6.134734389,4.990382625,8.345041514,5.658449904,4.860859359,7.981350606,4.295963608,6.847165322,3.549938939,4.762934935,5.42890761,5.927090601,5.165194109,9.704559188,5.104550104,4.514063427,5.685851466,4.988773072
RFWD3,7.334645498,7.561993373,8.150688496,7.573173102,7.767058034,8.176703185,7.410606933,6.625482668,7.821913583,7.550823991,6.941641723,7.168227921,8.389287308,7.744333699,8.175301361,7.870097166,7.946904267,7.293943341,7.365368948,8.145977118,7.552499074,6.859782787,6.462787723,7.629832374,7.84284003,7.78253089,8.156544071,7.463318162,6.812133233,7.823368064,7.701796637,8.635955349,7.622028563,7.260893325,7.2080235,8.424085279,7.25977727,6.921422379,8.447450837,7.790974097,8.203943083,8.535632895,7.657256822,7.265821396,8.184608045,8.550766262,7.252013219,7.642116873,7.272680455,7.837141701,7.040986893,8.042092482,7.746948447,7.736351305,7.05969971,7.862743246,8.504865707,7.131331215,7.945523831,7.452028082,7.995348057,8.354277644,6.09200242,7.521859477,7.030916817,6.299151385,6.434712833,6.58517195
RPL36A,13.82484873,13.57904563,13.33848714,13.79541241,13.78484593,13.68364825,13.9999425,13.64269406,13.52880949,13.60597538,13.32138674,13.20009093,13.88797754,13.64269406,14.05929207,13.20236194,14.05929207,13.13770351,13.91373648,13.43176037,13.69573452,13.21194632,13.46242163,13.25150165,13.84907044,13.65944,13.39583611,13.58972611,13.52698984,13.652755,13.14612731,13.82860274,13.04683758,13.87740789,13.52880949,13.31659312,13.71129498,13.40548454,13.93937679,13.43283546,13.19228813,13.5417821,13.11554048,13.21853725,13.60979893,13.23481486,13.77642317,13.28251535,13.85628347,13.10009069,13.23663422,13.69878672,13.53394206,13.89079133,13.13505956,13.88472413,13.73172861,13.33695002,13.61494941,13.54773624,13.2609235,13.97801837,13.14153577,13.88765088,13.28897202,13.33375366,13.23729864,13.31143891
RPS12,13.89627829,14.06998329,13.78067519,13.72306721,13.72881711,13.74882487,13.98433075,13.89604319,13.85277444,13.7808359,13.75152546,13.97465703,13.40623196,13.75521933,13.95896389,13.84917439,13.86187368,13.78849861,13.79448965,13.89604319,13.44559568,13.67923338,13.86187368,13.56156729,13.86187368,13.93424633,13.89956699,13.90605426,13.7324509,14.08103502,13.8755538,13.95896389,13.9320951,13.84485191,13.77579062,13.69450157,13.75152546,13.53928258,13.67841469,13.57879723,13.72881711,13.65778234,13.64115559,13.67753144,13.86426296,13.66509182,13.74805405,13.84255827,13.84909004,13.62847467,13.57952509,13.62476485,13.86187368,13.91437651,13.76624484,13.67159347,13.67062093,13.31920974,13.88622119,13.78747788,13.6022929,13.95637939,13.67368098,13.99924112,13.61716374,13.68771532,13.59190825,13.55492246
S100A3,6.135011846,5.774100727,6.182328759,5.689406004,5.835863529,5.983775308,5.764987345,5.688151252,5.621855889,6.110668038,5.769543055,5.728967849,6.197591471,6.056959097,5.88118027,5.601601369,5.875623101,5.993603466,5.514895769,6.108360722,5.971178761,6.002843244,5.791764816,6.596460066,5.770859076,6.386209911,5.798076182,5.574434186,6.264546751,5.649992763,7.159484369,6.13101146,5.547196802,5.331110298,6.025247223,5.942266455,5.604595295,5.985054989,5.634734229,6.09192128,5.840094186,6.491874517,5.90257123,7.214585902,6.76543213,5.892990891,6.143320153,6.584119084,5.601962591,6.192251523,6.531816125,5.813057394,5.738928309,5.603321098,5.882802309,5.920892101,6.244576079,5.851730874,5.78729839,6.155396721,5.821932723,6.0328845,6.255279639,6.577670632,5.560078804,5.645648389,5.889655358,5.756620862
SLC7A7,8.39252821,8.317303741,8.47188135,7.859319524,8.748437736,7.914531318,8.702554111,8.315983265,8.338489611,7.412260043,8.943726541,9.190733341,8.008156735,8.374101253,9.429496191,8.656980326,9.165640902,9.14383379,8.356677118,8.89874773,8.706284108,10.58257626,7.747714691,8.910770191,8.270446753,9.493487556,8.365561466,6.782796997,9.38794043,7.717375525,9.554361574,8.901407046,8.252736847,8.410544988,7.781768766,8.543930269,8.147861782,9.443149512,8.165830577,8.218002837,8.872480296,9.107647417,9.102109622,9.87675686,9.343198409,8.329912129,8.846571451,8.031067143,7.658359248,8.111343439,8.924994403,8.248287802,8.908916401,9.024828341,8.834552738,8.602380883,7.874242822,7.805892355,8.52827842,7.955306291,9.096391423,9.502287145,8.519104001,8.281201646,8.259693379,8.204498269,7.686880719,8.245169078
SNAI2,8.790743723,7.463070639,6.923027501,7.114792948,6.949796037,7.185582223,7.807081741,6.459878912,7.54303923,7.519084764,7.219971433,8.109498015,6.633245187,7.714026344,8.161810911,8.151857915,9.197801384,8.33078831,7.615071573,7.364231175,7.630179568,7.606411142,5.895376341,7.656909068,6.577389894,7.36431462,6.4001308,4.510950835,7.966202897,5.961980315,8.301967318,7.654821365,7.439713716,6.245284154,6.512541989,7.565574929,7.719061088,7.088313121,6.15692595,8.07361942,6.980424816,8.455882323,7.766980678,9.799734546,7.306989514,7.457205493,7.527773565,7.598484743,6.943575526,7.274151812,7.926091443,6.945149478,8.692951832,6.448048353,9.158735523,7.158398341,7.016283248,8.668184269,6.834909733,6.773810846,8.415895266,7.848507061,9.581980957,7.681517463,7.070372855,8.99154941,7.90975203,7.671156483
